id,testId,order,text,explanation,correctKey
q4,economics-1,4,2016年に日本銀行が導入した「マイナス金利」とは、具体的にどのような仕組みでしょうか？,マイナス金利は、金融機関が日銀に預ける当座預金の一部に -0.1％の金利を課す仕組みです。銀行が資金をため込まず貸し出すよう促す政策です。,B
q5,economics-1,5,2025年6月時点で、日本銀行の政策金利はどの水準に据え置かれたでしょうか？,日本銀行は2024年3月にマイナス金利を終了し、その後利上げを実施しました。2025年6月には政策金利を0.5％に据え置き、追加利上げの可能性も示唆しています。,D
q1,economics-2,1,GDP（国内総生産）とは何を示す指標でしょうか？,GDPは国内で一定期間に生み出された財やサービスの付加価値の総額を示します。国全体の経済規模や成長を測る基本的な指標です。,C
q2,economics-2,2,GDPを物価変動を考慮して算出したものを何と呼ぶでしょうか？,実質GDPは物価変動を調整して算出されるため、経済成長の実態をより正確に表します。名目GDPは物価変動を反映しない数値です。,B
q3,economics-2,3,景気動向指数の「先行指数」に含まれる代表的なデータはどれでしょうか？,先行指数は景気に先んじて動くデータで、新規求人数や機械受注などが含まれます。景気の先行きを予測するために活用されます。,C
q4,economics-2,4,ディフュージョン・インデックス（DI）は何を示す指標でしょうか？,DIは景気動向指数の補完指標で、全体のうち何割の項目が上昇しているかを示します。景気が拡大しているか後退しているかを判断する材料になります。,C
q5,economics-2,5,「物価指数」に含まれる代表的な指標として正しいものはどれでしょうか？,物価指数には「消費者物価指数（CPI）」と「企業物価指数（CGPI）」があります。前者は生活費に、後者は企業間取引に直結する指標です。,B
q1,economics-3,1,日本銀行（日銀）の特徴として正しいものはどれでしょうか？,日銀は日本銀行法に基づき、政府と連携しつつも政治から独立して金融政策を決定します。物価や金融の安定を目的とする中立的な機関です。,B
q2,economics-3,2,金融政策の一つである「預金準備率操作」とはどのような仕組みでしょうか？,預金準備率操作は、銀行が日銀に預ける準備金の比率を調整する仕組みです。これにより貸出可能な資金量が変化し、市場全体のお金の流れに影響を与えます。,B
q3,economics-3,3,日銀が国債を買い取ることで市場に資金を供給する操作を何と呼ぶでしょうか？,「買いオペ」は日銀が国債を買い取り、市場に資金を供給する操作です。資金量が増えることで金利が下がり、経済活動が活発になります。,B
q4,economics-3,4,2022年9〜10月に日銀が実施した為替介入の規模として正しいものはどれでしょうか？,2022年9〜10月に日銀は約24.5兆円規模の円買い介入を行いました。これは24年ぶりかつ過去最大級の規模で、急激な円安の進行を抑える狙いがありました。,D
q5,economics-3,5,日銀の公開市場操作で「売りオペ」を行った場合、市場にはどのような影響が生じやすいでしょうか？,売りオペは日銀が債券を売却して市場から資金を吸収する操作です。資金供給が減ることで金利は上昇し、景気の過熱を抑える効果があります。,B
q1,economics-4,1,金利の種類として正しい説明はどれでしょうか？,固定金利は契約期間中ずっと変わらない金利、変動金利は経済状況に応じて上下する金利です。景気の動向によって有利不利が変わります。,C
q2,economics-4,2,「アセットアロケーション」とは何を意味するでしょうか？,アセットアロケーションとは、株式や債券などの資産クラスにどの程度配分するかを決める戦略です。リスクとリターンのバランスを取るための基本概念です。,C
q3,economics-4,3,銀行破綻時に元本1000万円とその利息までを保護する制度はどれでしょうか？,預金保険制度（ペイオフ）により、銀行が破綻しても当座・普通・定期預金は1金融機関あたり元本1000万円とその利息まで保護されます。,C
q4,economics-4,4,証券会社が破綻した場合に投資家を守る仕組みとして正しいものはどれでしょうか？,証券会社が破綻しても「投資者保護基金」によって顧客資産は保護されます。金融機関ごとに対象となる保護制度が異なる点に注意が必要です。,B
q5,economics-4,5,保険会社が破綻した場合に契約者を守る制度はどれで、補償の基本割合はどの程度でしょうか？,保険契約者保護機構は、保険会社が破綻した際に契約者を守る制度で、基本的に保険金や解約返戻金の90％が補償されます。契約内容によって異なる場合があります。,C
q1,asset_formation-1,1,資産形成と資産運用の違いについて正しい説明はどれでしょうか？,資産形成はお金をゼロから貯めていく段階、資産運用は貯めた資産を活用して増やしていく段階を指します。この区別を理解することが第一歩です。,B
q2,asset_formation-1,2,FIREの正しい意味はどれでしょうか？,FIREとは「Financial Independent Retire Early」の略で、経済的に自立して早期リタイアを目指す考え方です。必ずしも全員がリタイアを目指す必要はありません。,B
q3,asset_formation-1,3,資産形成で大切とされる「長期思考」を説明した例として適切なものはどれでしょうか？,長期思考は、資産を時間をかけて育てていく姿勢を意味します。鶏を育てて養鶏場を作る例えのように、コツコツ積み上げて資産を大きくします。,B
q4,asset_formation-1,4,資産形成の方法のうち「積み立て投資」に含まれるものとして正しいのはどれでしょうか？,積み立て投資には「iDeCo」や「新NISA」などが含まれ、毎月少額からコツコツ投資できるのが特徴です。価格変動リスクを抑えやすく初心者に向いています。,C
q5,asset_formation-1,5,レバレッジ投資の特徴として正しいものはどれでしょうか？,レバレッジ投資は借入や倍がけを活用して資金以上の額を投資できる仕組みです。利益も損失も大きくなるため、経験者向けのリスクの高い方法です。,A
q1,asset_formation-2,1,単利の特徴として正しいものはどれでしょうか？,単利は元本に対してのみ利息が計算されます。例えば100万円を年10%で30年間運用すると、利益は300万円、元本と合わせて400万円になります。,B
q2,asset_formation-2,2,複利運用で100万円を年利10％で30年間運用すると、最終的な資産額はおよそいくらになるでしょうか？,複利では利息が元本に組み込まれて次の利息計算に加わります。100万円を10％で30年運用すると約1750万円となり、単利との差が大きく表れます。,D
q3,asset_formation-2,3,資産の増え方が「直線的」に見えるのはどの運用方法でしょうか？,単利は毎年同じ額の利息が加わるため、資産の増加は直線的に表れます。一方、複利は利息が利息を生むことで曲線的に増加します。,B
q4,asset_formation-2,4,複利がマイナスに働き、利息の負担が膨らむ代表的な仕組みはどれでしょうか？,リボ払いでは返済額が一定でも利息が元本に加わり、その合計にさらに利息がかかるため、返済が長引くほど総返済額が大きくなります。,C
q5,asset_formation-2,5,複利の効果が大きく表れるのはどのようなケースでしょうか？,複利は利息が利息を生む仕組みで、時間をかけるほど効果が大きくなります。長期投資で資産が加速度的に増えるのはこの特性によるものです。,C
q1,asset_formation-3,1,「リスク」という言葉の正しい意味はどれでしょうか？,リスクは「不確実性」を意味し、必ずしも損失だけを指すものではありません。利益が出る可能性も含めて、結果の振れ幅が大きい状態をリスクと呼びます。,C
q2,asset_formation-3,2,ドルコスト平均法の基本的な仕組みとして正しいものはどれでしょうか？,ドルコスト平均法は、毎月一定金額を投資することで株価が高いときは少なく、安いときは多く購入できます。結果的に平均購入単価を下げやすくなります。,C
q3,asset_formation-3,3,"毎月1万円ずつ株を購入し、株価が1万円→5,000円→2,500円と下落した3か月での平均購入単価はおよそいくらでしょうか？","初月1株・2か月目2株・3か月目4株で合計7株を3万円で購入したため、平均購入単価はおよそ4,285円となります。価格変動を抑える効果が表れています。",D
q4,asset_formation-3,4,ドルコスト平均法と相性が良いとされる投資のスタイルはどれでしょうか？,ドルコスト平均法は短期的な値動きに左右されにくく、長期的に積み立てることで効果を発揮します。そのため「長期投資」との組み合わせが最も有効です。,C
q5,asset_formation-3,5,複数の投資家が推奨しているドルコスト平均法について、世界的投資家バフェット氏が述べている内容として正しいものはどれでしょうか？,ウォーレン・バフェット氏は、市場のタイミングを予測するよりもドルコスト平均法でコツコツ投資する方が優れた結果になると強調しています。,C
q1,pension1-1,1,日本の年金制度を大きく分けるとどの2つに分かれるでしょうか？,年金制度は「公的年金」と「私的年金」に分かれます。公的年金には国民年金と厚生年金、私的年金には企業年金や個人年金が含まれます。,B
q2,pension1-1,2,国民年金の加入者区分で「第3号被保険者」に該当するのは誰でしょうか？,第3号被保険者は会社員や公務員（第2号被保険者）に扶養されている配偶者です。保険料は勤務先を通じて納付され、個人で支払う必要はありません。,D
q3,pension1-1,3,国民年金の保険料を全額免除された場合、将来の老齢基礎年金の支給額はどうなるでしょうか？,全額免除期間は受給資格には算入されますが、将来の老齢基礎年金は本来の半額、つまり50％の支給となります。追納すれば受給額に反映可能です。,E
q4,pension1-1,4,学生が利用できる国民年金の特例制度について正しいものはどれでしょうか？,学生納付特例制度では、本人の年収が128万円以下であれば申請により保険料の納付が猶予されます。家族の収入は審査対象外です。,B
q5,pension1-1,5,2025年度において、国民年金を40年間全額納付した場合の老齢基礎年金の年額はおよそいくらでしょうか？,2025年度の老齢基礎年金は、40年間全額納付した場合で年額約83万1700円（月額約6万9000円）です。全額免除期間が多いと支給額は減少します。,C
q1,pension1-2,1,老齢基礎年金を満額で受給するための条件として正しいものはどれでしょうか？,老齢基礎年金は65歳から受給でき、資格期間は10年以上必要です。20歳から60歳まで40年間全額納付した場合、満額の年額約83万1700円が支給されます。,C
q2,pension1-2,2,付加年金の仕組みについて正しい説明はどれでしょうか？,付加年金は第1号被保険者が対象で、保険料に月400円を上乗せすることで将来200円が老齢基礎年金に加算されます。長生きするほどお得な制度です。,A
q3,pension1-2,3,特別支給の老齢厚生年金を受給できる条件に含まれるものはどれでしょうか？,特別支給は受給開始年齢を60歳から65歳に引き上げる経過措置です。昭和36年4月1日以前生まれの男性、昭和41年4月1日以前生まれの女性など、生年月日条件があります。,D
q4,pension1-2,4,加給年金額に関する説明として正しいものはどれでしょうか？,加給年金額は厚生年金に20年以上加入し、65歳時点で扶養する配偶者や子がいる場合に加算されます。配偶者の年齢到達後は振替加算に切り替わります。,C
q5,pension1-2,5,老齢年金の繰り上げ受給を選んだ場合、1か月につきどの程度減額されるでしょうか？,繰り上げ受給では1か月につき0.4％減額されます。逆に繰下げでは1か月につき0.7％増額され、その後も同じ割合で一生支給され続けます。,C
q1,pension1-3,1,障害基礎年金を受給するための条件として正しいものはどれでしょうか？,障害基礎年金は、初診日に国民年金の被保険者であること、障害等級が1級または2級であること、保険料納付要件を満たすことが条件です。,C
q2,pension1-3,2,障害等級の判定基準について正しい説明はどれでしょうか？,障害等級は病名ではなく「日常生活にどの程度支障があるか」「介助が必要か」で判断されます。生活能力の制限度合いが大きな基準となります。,C
q3,pension1-3,3,令和7年度の障害基礎年金の年金額として正しい組み合わせはどれでしょうか？,令和7年度の障害基礎年金は、1級が約104万円、2級が約83万2000円です。扶養する子がいればさらに加算があります。,B
q4,pension1-3,4,障害厚生年金の加給年金が加算される条件として正しいものはどれでしょうか？,障害厚生年金の加給年金は、障害等級が1級または2級で、65歳未満の配偶者がいる場合に加算されます。子どもがいる場合も条件によって加算されます。,C
q5,pension1-3,5,障害厚生年金の最低保障額はいくらでしょうか？,障害厚生年金には最低保障があり、加入期間が短くても62万2000円が下限として保障されます。障害基礎年金と合算して支給されます。,C
q1,pension1-4,1,遺族基礎年金を受給できるのは誰でしょうか？,遺族基礎年金は、国民年金の被保険者などが亡くなった場合に、子のある配偶者または18歳未満の子が受給できます。保険料納付要件を満たすことが前提です。,C
q2,pension1-4,2,寡婦年金の支給条件について正しいものはどれでしょうか？,寡婦年金は、国民年金第1号被保険者として10年以上納付実績のある夫と10年以上婚姻していた妻に、60歳から65歳まで支給されます。老齢年金を受けていた場合は対象外です。,C
q3,pension1-4,3,死亡一時金の支給対象となるのはどのような場合でしょうか？,死亡一時金は、第1号被保険者が36か月以上保険料を納め、老齢基礎年金や障害基礎年金を受けずに亡くなった場合に支給されます。遺族基礎年金を受けていると支給されません。,B
q4,pension1-4,4,遺族厚生年金の受給に関する説明として正しいものはどれでしょうか？,遺族厚生年金は、妻が30歳未満であれば5年間、30歳以上であれば生涯受給できます。子どもがいなくても配偶者や父母などが条件を満たせば対象です。,A
q5,pension1-4,5,遺族給付の税務上の取り扱いとして正しいものはどれでしょうか？,遺族給付（遺族基礎年金や遺族厚生年金）は非課税です。一方で老齢年金は雑所得として課税され、公的年金等控除を受けて申告する必要があります。,C
q1,pension2-1,1,企業年金の位置づけとして正しいものはどれでしょうか？,企業年金は私的年金に含まれ、公的年金に上乗せする「3階部分」として位置づけられます。老後の生活費を補う重要な役割を果たします。,C
q2,pension2-1,2,確定給付型企業年金の特徴として正しいものはどれでしょうか？,確定給付型は将来の年金額があらかじめ決まっており、その給付に必要な金額を企業や基金が積み立てる仕組みです。安心感がある反面、企業側の負担が大きい制度です。,C
q3,pension2-1,3,企業型確定拠出年金（企業型DC）の受給開始年齢として正しいものはどれでしょうか？,企業型DCは原則60歳以降に受給できます。受給のタイミングは60歳から75歳まで選択可能ですが、60歳未満での引き出しは認められていません。,B
q4,pension2-1,4,マッチング拠出の条件として正しいものはどれでしょうか？,マッチング拠出では、従業員の掛金が企業の掛金を超えてはいけません。また企業と従業員の合計掛金が限度額を超えないことも条件です。,C
q5,pension2-1,5,2022年の制度改正によって可能になったことはどれでしょうか？,2022年の改正で、企業型DC加入者も会社の同意なくiDeCoに加入できるようになりました。ただし掛け金は両制度を合算した上限枠で制限されます。,A
q1,pension2-2,1,iDeCo（個人型確定拠出年金）の加入対象者として正しいものはどれでしょうか？,iDeCoは20歳以上65歳未満の幅広い人が加入できます。ただし65歳以上や海外居住者、国民年金未納者、農業者年金加入者などは対象外です。,A
q2,pension2-2,2,iDeCoの商品区分として正しい組み合わせはどれでしょうか？,iDeCoの商品は「元本確保型（定期預金や保険）」と「元本変動型（投資信託など）」に分かれます。安全性重視か成長性重視かで選ぶことが重要です。,B
q3,pension2-2,3,投資信託のスタイルで「パッシブ型（インデックス型）」の特徴として正しいものはどれでしょうか？,パッシブ型は日経平均やTOPIXといった指標に連動する成果を目指します。市場平均と同じ動きを目指すため、長期投資に向いています。,C
q4,pension2-2,4,iDeCoにおける「スイッチング」とはどのような操作でしょうか？,スイッチングとは、すでに積み立てた資産を売却して新しい商品を購入する操作です。資産配分の調整に活用でき、配分変更と合わせて使われます。,D
q5,pension2-2,5,転職や退職時にiDeCoの移管手続きを6か月以内に行わなかった場合の影響として正しいものはどれでしょうか？,6か月以内に移管しないと自動移管となり、国民年金基金連合会に資産が移されます。手数料がかかるうえ運用益も得られず、年金資産としてカウントされません。,D
q1,financial_products-1,1,株式投資を行う際の基本的なメリットとして正しいものはどれでしょうか？,株式投資は株価上昇による売却益や企業の配当を得られるのが魅力です。ただし元本保証はなく、損失が出るリスクもあるため注意が必要です。,A
q2,financial_products-1,2,株式取引の注文方法で「成行注文」とはどのような方法でしょうか？,成行注文は値段を指定せず、市場で成立する価格で即座に売買する方法です。一方、指値注文は自分で希望する価格を指定して取引します。,B
q3,financial_products-1,3,日経平均株価の構成内容として正しいものはどれでしょうか？,日経平均株価は東証一部（現在のプライム市場）の代表的な225銘柄の平均株価です。日本の株式市場全体の動きを示す代表的な指数です。,D
q4,financial_products-1,4,株価指標PER（株価収益率）の一般的な目安として正しいものはどれでしょうか？,PERは株価が1株あたり利益の何倍かを示す指標です。一般的には15倍未満が割安、15倍以上が割高と判断されることが多いです。,C
q5,financial_products-1,5,ROE（自己資本利益率）の望ましい目安として正しいものはどれでしょうか？,ROEは企業が自己資本を使って効率的に利益を上げているかを示す指標で、8〜10％以上が望ましい水準とされています。高いほど資本効率が良いと評価されます。,C
q1,financial_products-2,1,債券の特徴として正しいものはどれでしょうか？,債券は国や企業が資金調達のために発行する借用証書のようなもので、購入者は貸し手として利息や元本の返済を受けます。株式のように議決権はありません。,A
q2,financial_products-2,2,債券の価格と利回りの関係として正しいものはどれでしょうか？,債券の価格と利回りは逆の関係にあります。債券価格が上がると利回りは下がり、価格が下がると利回りは上がります。,C
q3,financial_products-2,3,債券の発行価格が額面より高い場合を何と呼ぶでしょうか？,発行価格が額面より高い場合は「オーバーパー発行（プレミアム発行）」、低い場合は「アンダーパー発行（ディスカウント発行）」、同額なら「パー発行」と呼ばれます。,B
q4,financial_products-2,4,債券の利回りのうち「最終利回り」とはどのようなものか？,最終利回りとは、すでに発行済みの債券を途中で購入し、その後満期まで保有した場合の利回りです。投資判断に広く用いられます。,D
q5,financial_products-2,5,ゆうちょ銀行の商品で代表的なものとして正しい組み合わせはどれでしょうか？,ゆうちょ銀行の商品には「定額貯金」と「定期貯金」があります。どちらも原則満期まで預ける商品ですが、中途解約すると利息が減るなどのペナルティがあります。,E
q1,financial_products-3,1,投資信託の仕組みとして正しい説明はどれでしょうか？,投資信託は、投資家から集めた資金を専門家が株式や債券などに投資し、その収益を投資家に分配する仕組みです。初心者でも少額から分散投資できます。,A
q2,financial_products-3,2,投資信託の手数料として正しい組み合わせはどれでしょうか？,投資信託の主な手数料は「購入時手数料」「運用管理手数料」「信託財産留保額」です。信託財産留保額は解約時に差し引かれる費用で、0.3％程度の場合が多いです。,C
q3,financial_products-3,3,パッシブ運用とアクティブ運用の違いとして正しいものはどれでしょうか？,パッシブ運用は日経平均やS&P500などの指数と同じ成果を目指し、アクティブ運用はその指数を上回る成果を狙います。投資方針の違いが特徴です。,C
q4,financial_products-3,4,投資信託を購入する前に必ず確認すべき書類はどれでしょうか？,投資信託を購入する前には「目論見書」を必ず確認します。運用方針、投資対象、手数料、リスクなどが詳しく記載されており、投資判断の基礎資料となります。,D
q5,financial_products-3,5,投資信託の効率性を測る「シャープレシオ」とはどのような指標でしょうか？,シャープレシオはリターンを得るためにどれだけのリスクを取ったかを測る指標です。数値が高いほど少ないリスクで効率的に利益を得ていると評価されます。,E
q1,financial_products-4,1,外貨預金の特徴として正しいものはどれでしょうか？,外貨預金はドルやユーロなどの外貨で預金する仕組みです。為替変動によって利益が出る可能性もありますが、逆に損失が出るリスクもあるため注意が必要です。,A
q2,financial_products-4,2,外貨建てMMFの特徴として正しいものはどれでしょうか？,外貨建てMMFは外国の短期債券を中心に運用される投資信託の一種です。購入や解約の手数料は不要で、為替手数料のみ発生する点が特徴です。,C
q3,financial_products-4,3,先物取引とオプション取引の違いとして正しいものはどれでしょうか？,先物取引は契約したら実行の義務があります。一方オプション取引は「権利」の売買であり、不利な場合は権利を放棄して損失を抑えることができます。,A
q4,financial_products-4,4,オプション取引の特徴を示す具体例として正しいものはどれでしょうか？,オプション取引は「将来のある価格で売買する権利」を取引するものです。20万円で買う権利を得て、実際の価格が25万円なら権利行使で有利に購入できます。,C
q5,financial_products-4,5,スワップ取引の代表例である「金利スワップ」の仕組みを正しく表しているものはどれでしょうか？,金利スワップは、固定金利型ローンと変動金利型ローンを支払っている人同士が金利を交換し、お互い望む金利タイプに実質的に切り替える仕組みです。,D
q1,insurance_basics-1,1,保険業界は大きく2つに分けられます。正しい組み合わせはどれですか？,保険業界は大きく「生命保険」と「損害保険」に分類されます。他の選択肢は保険の一部や全く別の制度であり、業界全体を示すものではありません。,A
q2,insurance_basics-1,2,日系の生命保険会社に含まれるのはどれですか？,日系の代表例には第一生命、日本生命、明治安田生命などがあります。プルデンシャルやアクサなどは外資系であり、区別して理解することが大切です。,B
q3,insurance_basics-1,3,保険会社の社員と保険代理店の違いとして正しいのはどれですか？,保険代理店は複数の会社の商品を取り扱えるため、お客様に合わせて幅広い提案が可能です。一方で保険会社社員は自社商品のみを扱う「一社専属」となります。,C
q4,insurance_basics-1,4,団体信用保険（団信）の特徴として正しいものはどれですか？,団信は住宅ローンに保険料が上乗せされ、返済と同時に自動的に支払われます。加入年齢で保険料が変わらない点や、万一でも家を失わない点が特徴です。,B
q5,insurance_basics-1,5,生命保険のメリットとして正しいものはどれですか？,生命保険は契約者と被保険者を明確に設定できるため、万一の際の受取がスムーズです。さらに税制優遇や相続対策としても活用できる点が大きなメリットです。,D
q1,insurance_basics-2,1,資産が十分にある場合に保険加入が不要とされる理由は何ですか？,保険は「貯蓄で賄えない損失」に備えるための仕組みです。十分な資産があれば保障を保険で得る必要はなく、貯蓄で対応可能となります。,C
q2,insurance_basics-2,2,保険と貯金を比較した場合、保険の大きな特徴はどれですか？,保険は少額の掛け金で大きな保障を得られる点が特徴です。貯金では短期間に大きな金額を用意するのが難しくても、保険なら万一の際に備えることができます。,B
q3,insurance_basics-2,3,死亡保障が不要となるのはどのような場合ですか？,死亡保障は遺族の生活を支える目的で加入します。すでに遺族が困らない資産を持っているなら、改めて保険で備える必要はありません。,A
q4,insurance_basics-2,4,医療保険の必要性が低くなるのはどのような場合ですか？,医療保険は生活費や治療費を補うためのものです。家族や十分な資金で備えがある場合には、必ずしも加入が必要ではありません。,D
q5,insurance_basics-2,5,保険に加入する上で重要なのはどのような考え方ですか？,保険は加入そのものが目的ではなく、自分の資産状況や将来設計に応じてリスクを補うために検討するものです。必要性に応じた見極めが大切です。,E
q1,insurance_basics-3,1,保険に関する基本的な用語の組み合わせとして正しいのはどれですか？,保険契約者は保険料を支払う人、被保険者は保障の対象になる人、保険受取人は保険金を受け取る人です。用語の区別を正しく理解することが大切です。,A
q2,insurance_basics-3,2,保険料の内訳として正しいのはどれですか？,純保険料は保険金の支払いに充てられる部分で、付加保険料は保険会社の運営費や利益にあたります。支払った保険料すべてが保障に使われるわけではありません。,B
q3,insurance_basics-3,3,保険料を滞納した場合の猶予期間について正しいのはどれですか？,保険料の払込猶予期間は、月払いでは翌月1ヶ月間、年払いでは翌月1ヶ月と翌月の契約日までです。この期間を過ぎると失効し自動解約となります。,C
q4,insurance_basics-3,4,払済保険の特徴として正しいものはどれですか？,払済保険はこれまで払った保険料を基に保障を維持でき、今後の保険料は不要です。ただし保険金は減少し、特約や配当は消滅します。一度払済にすると元には戻せません。,B
q5,insurance_basics-3,5,延長保険のメリットとして正しいものはどれですか？,延長保険は解約返戻金を充当して保障を継続する仕組みです。メリットは保障金額が変わらず、生存給付金を受け取れる場合があることです。  ,E
q1,insurance_products-1,1,人生で起こり得る三大リスクとして正しい組み合わせはどれですか？,三大リスクは「死亡リスク」「病気や障害リスク」「貯蓄と長生きリスク」です。これらに対応するために様々な保険が設けられています。,A
q2,insurance_products-1,2,定期保険の特徴として正しいものはどれですか？,定期保険は、契約した一定期間だけ保障を受けられる保険です。保険期間中に亡くなった場合は保険金が支払われますが、期間が終了しても保険金は支払われません。掛け捨て型のため、保険料は比較的割安です。,C
q3,insurance_products-1,3,終身保険の特徴として正しいものはどれですか？,終身保険は一生涯保障が続き、死亡時には必ず保険金が支払われます。解約返戻金や払済保険への変更も可能で、将来の資金準備や安心感に活用できます。,A
q4,insurance_products-1,4,払込免除特約の内容として正しいものはどれですか？,払込免除特約はがん・心筋梗塞・脳卒中などの三大疾病にかかった場合、以後の保険料の支払いが免除される仕組みです。生命保険や医療保険などに付加できます。,D
q5,insurance_products-1,5,リビングニーズ特約の説明として正しいものはどれですか？,リビングニーズ特約は余命6か月以内と診断されたとき、死亡保険金の一部または全額を生前に受け取れる制度です。使い道は自由で医療費や介護費用にも利用できます。,E
q1,insurance_products-2,1,医療保険の給付タイプとして正しいものはどれですか？,医療保険には入院や手術1回ごとに一時金が出るタイプと、入院日数に応じて日額が出るタイプがあります。両方を組み合わせた商品も多く販売されています。,B
q2,insurance_products-2,2,がん特約とがん保険の違いとして正しいものはどれですか？,がん特約は通常の医療保険に上乗せしてがんも保障対象にするものです。一方、がん保険はがんに特化しており給付の手厚さが特徴です。自分に合うものを比較して選ぶことが大切です。,D
q3,insurance_products-2,3,養老保険の特徴として正しいものはどれですか？,養老保険は一定期間保障と貯蓄を兼ね備えた保険です。期間中に死亡すれば死亡保険金が、満期を迎えれば満期保険金が支払われます。途中解約時には解約返戻金を受け取れます。,E
q4,insurance_products-2,4,終身保険と養老保険の違いとして正しいものはどれですか？,終身保険は一生涯保障が続きますが、養老保険は満期が設定されており、満期後は契約が終了します。両者の違いを理解することで目的に合った保険を選べます。,A
q5,insurance_products-2,5,学資保険の注意点として正しいものはどれですか？,学資保険は教育資金を準備できる反面、必要な時期に間に合わない場合や利回りが低い点に注意が必要です。資金計画を立てて目的に合うか検討することが大切です。,D
q1,insurance_products-3,1,損害保険における「保険金額」とはどのようなものですか？,保険金額とは契約で定められた保険会社の支払限度額です。保険価額を参考にその範囲で設定され、損害が生じたときはその上限まで支払われます。,B
q2,insurance_products-3,2,損害保険における「保険価額」とは何を指しますか？,保険価額は建物や家財など保険の対象物を金銭的に評価した金額で、最大の損害額を示します。保険金額の設定基準となる重要な数値です。,E
q3,insurance_products-3,3,「超過保険」とはどのような状態を指しますか？,超過保険は保険金額が保険価額より高い状態です。損害保険は「利得禁止の原則」により、損害額を超える保険金は支払われず、超過部分は無効となります。,A
q4,insurance_products-3,4,免責の「フランチャイズ方式」と「免責方式」の違いとして正しいものはどれですか？,フランチャイズ方式は損害額が一定額未満なら全額自己負担、超えた場合は全額補償されます。免責方式は常にあらかじめ決めた金額分を自己負担する仕組みです。,B
q5,insurance_products-3,5,損害保険に関する「利得禁止の原則」とは何を意味しますか？,利得禁止の原則とは、契約者が保険で利益を得てはいけないというルールです。損害額を超える保険金は支払われず、必要以上の補償は無効となります。,E
q1,insurance_products-4,1,自賠責保険の補償範囲として正しいものはどれですか？,自賠責保険は強制加入の保険で、人身事故による他人の死傷に対する治療費や慰謝料などを補償します。物損や運転者本人の損害は対象外です。,E
q2,insurance_products-4,2,任意保険の「対人対物保険」で推奨される設定として正しいものはどれですか？,人身事故の賠償額は億単位になることもあるため、対人対物保険は「限度額無制限」に設定するのが推奨されています。,D
q3,insurance_products-4,3,任意保険の「車両保険」に関する正しい説明はどれですか？,車両保険は自分の車に損害があった場合の修理費などを補償します。無事故なら等級が上がり保険料が割引されます。,E
q4,insurance_products-4,4,自動車保険の「等級制度」に関する正しい説明はどれですか？,等級制度は20等級を上限とし、1年間無事故であれば毎年1等級上がります。等級が上がるほど割引率も高くなります。,A
q5,insurance_products-4,5,車両保険が特に必要とされるケースとして正しいものはどれですか？,車両保険は新車や高級車で修理費が高額になる場合、またローンが残っている車を失うと大きな負担になる場合に特に必要性が高まります。,C
q1,insurance_products-5,1,住宅火災保険の補償内容として正しいものはどれですか？,住宅火災保険は火災・落雷・爆発・積雪などの損害や、消火活動費用、残存物片付け費用が補償されます。水害や盗難は住宅総合保険の対象です。,A
q2,insurance_products-5,2,住宅総合保険で火災保険に加えて補償されるものはどれですか？,住宅総合保険は住宅火災保険に加え、水害や盗難による損害が補償対象となります。地震や津波による損害は地震保険に加入していないと補償されません。,E
q3,insurance_products-5,3,地震保険の契約方法について正しい説明はどれですか？,地震保険は単独で契約することはできず、必ず火災保険に付随して加入します。地震や噴火、津波による損害は地震保険でのみ補償されます。,C
q4,insurance_products-5,4,火災保険の保険金額の設定方法について正しい説明はどれですか？,火災保険の保険金額は「新価」と「時価」で設定されます。「新価」は同水準の物件を新たに建築または購入するための費用に基づく額です。,A
q5,insurance_products-5,5,賃貸入居者が加入する保険として正しいものはどれですか？,賃貸入居者は建物補償は不要で、借家人賠償責任保険に加入します。同時に家財保険にも加入でき、自分の持ち物を守ることができます。,C
q1,insurance_products-6,1,傷害保険の補償対象として正しいものはどれですか？,傷害保険は事故による死傷を補償し、入通院日額や一事故ごとの設定額が支払われます。日常生活中の突発的な怪我が対象です。,B
q2,insurance_products-6,2,所得補償保険の特徴として正しい説明はどれですか？,所得補償保険は病気や怪我で働けない場合に所得減少を補うもので、入院だけでなく医師指示の自宅療養も対象となり、契約前の平均所得額を上限に毎月給付されます。,B
q3,insurance_products-6,3,個人賠償責任保険の補償対象外となるケースとして正しいものはどれですか？,個人賠償責任保険は他人に与えた損害を補償しますが、同居家族による事故や業務中の事故、預かり品や自動車事故などは対象外です。,A
q4,insurance_products-6,4,法人向け損害賠償保険の一つである「生産物賠償責任保険」が補償する内容として正しいものはどれですか？,生産物賠償責任保険は製造・販売した製品や提供サービスの欠陥によって事故が発生し、第三者に損害を与えた場合の賠償責任を補償します。,C
q5,insurance_products-6,5,情報漏えい賠償責任保険（サイバー保険）の補償対象として正しいものはどれですか？,情報漏えい賠償責任保険（サイバー保険）は、情報漏えいやサイバー攻撃によって他人に損害を与えてしまった場合の賠償責任を補償する保険です。,A
q1,tax-1,1,税金の歴史において、明治時代に導入された仕組みとして正しいものはどれですか？,明治時代には土地の価値に基づいた税が貨幣で納められるようになり、所得税や法人税が導入されました。これが現代税制の原型となります。,C
