id,courseId,title,summary,order,videoUrl,durationSec,isPublished,isFree,testId,thumbnailUrl
ai-2,ai,世界のAI市場,AI開発の最前線では、世界のパワーバランスが激変しています。しかし本当の課題は「開発」より「利用」にあり、日本は危機的な状況です。なぜ世界とこれほど差が開いたのか、そして今、国が後押しする「私たち一人ひとりの役割」とは何かを学びます。,2,,,TRUE,FALSE,ai-2,
ai-3,ai,AIを実際に使ってみよう,AIは「検索」するものではなく「対話」するパートナーです。AIの眠れる能力を100%引き出す鍵は、実はあなたの「質問力」にあります。このレッスンで、AIを最高の相棒にするための考え方と、今日から使える具体的な活用術を学びましょう。,3,,,TRUE,FALSE,ai-3,
global_finance-1,global_finance,日本人が知らない海外の金融事情 前編,日本の「常識」は、世界の「非常識」かもしれません。なぜ日本では資産が増えにくいのか、その理由を海外との比較から解き明かします。世界基準の視点を知ることで、あなたのお金に対する価値観が変わり、資産運用の新たな可能性が見えてきます。,1,,,TRUE,FALSE,global_finance-1,
global_finance-2,global_finance,日本人が知らない海外の金融事情 後編,海外の金利は5%、一方、日本では貯金が目減りしていく現実…。この厳しい経済環境が、私たちの「老後」にどう直結するのかを解説します。国や会社に頼る時代は終わり。自分の未来を自分で守り、デザインするための「選択」が今、始まります。,2,,,TRUE,FALSE,global_finance-2,
global_finance-3,global_finance,日本人のお金に対する間違った考え方,「投資は危険」「お金の話はタブー」…その常識、海外では非常識かもしれません。日本の金融教育に存在する”空白”が、私たちの可能性を狭めている現実を解説します。この負の連鎖を断ち切り、自分と家族の未来を守るための知識を手に入れましょう。,3,,,TRUE,FALSE,global_finance-3,
kids_money_education-1,kids_money_education,子どものお小遣い 知識編,お子さんにお小遣いを渡す前に。そもそも「お金」とは何か、その本質を考えたことはありますか？ただの紙切れがなぜ価値を持つのか、その秘密は「信用」にあります。当たり前に使っているお金の見方が180度変わる、目からウロコの知識です。,1,,,TRUE,FALSE,kids_money_education-1,
kids_money_education-2,kids_money_education,子どものお小遣い 具体的な方法,お小遣いを、ただ渡すだけで終わらせていませんか？海外では「稼ぐ・貯める・使う・そして社会に役立てる」までを家庭で教えます。定額制と報酬制の長所を学び、お小遣いを「将来を生き抜く力」を育む最高の教材に変えましょう。,2,,,TRUE,FALSE,kids_money_education-2,
kids_money_education-3,kids_money_education,子どものお小遣い 考え方編,お小遣いの本当の目的は、お金を渡すことではなく「価値観」を育むことです。「うちはお金がないから」…そんな無意識の一言が、子どもの未来を縛っていませんか？親自身の考え方を見直し、お金に振り回されない「生きる力」を授ける方法を学びます。,3,,,TRUE,FALSE,kids_money_education-3,
fx-1,fx,初心者でもわかるFX,株や投資信託だけが投資じゃない。平日24時間、世界を舞台に少額から挑戦できる「FX」の世界へようこそ。レバレッジなど独特の用語や仕組みを基礎から解説。新しい資産運用の扉を開くための、最初の一歩を踏み出してみませんか。,1,,,TRUE,FALSE,fx-1,
fx-2,fx,FXで利益を得る仕組み,FXの真髄は、相場の上昇だけでなく「下落」さえも利益に変えられること。そして、その利益を何倍にも加速させる「レバレッジ」の仕組みとは？FX最大の魅力とリスクを両輪で学び、攻めと守りの戦略的思考を身につけましょう。,2,,,TRUE,FALSE,fx-2,
fx-3,fx,FX失敗談やリスク管理,FXの魅力に惹かれたあなたへ。このレッスンは、華やかな利益の裏にある厳しい現実と、よくある失敗談から学ぶ回です。そもそもFXはあなたの目的に合っているのか？冷静な判断力を養い、大切な資産を失わないための羅針盤を手に入れます。,3,,,TRUE,FALSE,fx-3,
crypto-1,crypto,暗号資産とは？,「ビットコイン」という言葉は知っていても、その正体は謎だらけ？銀行や国に頼らない「未来のお金」の仕組みから、安全な始め方までを徹底解説。実は数百円から参加できる、暗号資産という新しい世界への扉を一緒に開けてみましょう。,1,,,TRUE,FALSE,crypto-1,
crypto-2,crypto,ブロックチェーンとは？,ビットコインを支えるだけじゃない、「ブロックチェーン」はインターネット以来の革命とも呼ばれる技術です。なぜ情報の改ざんが困難で、ハッキングに強いのか？未来の社会基盤となる「分散型」という新しい考え方を、その仕組みから解き明かします。,2,,,TRUE,FALSE,crypto-2,
crypto-3,crypto,暗号資産の今後とリスク,決済手段として普及する「光」と、国家レベルでも普及が難航する「影」。暗号資産の熱狂の先にある、2025年現在のリアルな未来とリスクを解説します。ただ夢を見るのではなく、自分の資産を守り抜くための賢明な羅針盤を手に入れましょう。,3,,,TRUE,FALSE,crypto-3,
nft-1,nft,NFTとは？,コピーできるデジタルデータに「本物の証」を。NFTとは、アートやアイテムに唯一無二の価値を与える「デジタル鑑定書」のような技術です。なぜただの画像に高値がつくのか、その謎を解き明かし、新しい「所有」のカタチを学びましょう。,1,,,TRUE,FALSE,nft-1,
nft-2,nft,NFTの魅力,NFTの世界へ、ようこそ。このレッスンでは、購入に必要な準備から偽物を見抜く注意点まで、新しい扉の開き方を具体的に解説します。ブームが落ち着いた今だからこそ見える、コレクションの先に広がる未来の活用法と、その本当の魅力に触れてみませんか。,2,,,TRUE,FALSE,nft-2,
nft-3,nft,NFTのリスク管理,「億り人になれるかも…」その夢、悪夢に変わるかもしれません。NFTの熱狂の裏には、偽サイトやハッキングなど多くの罠が潜んでいます。このレッスンで、大切な資産を守るための「盾」を装備し、賢明な冒険者になる準備をしましょう。,3,,,TRUE,FALSE,nft-3,
metaverse-1,metaverse,メタバース前編,SF小説から生まれた「メタバース」は、もう未来の話ではありません。アバターとなって会議やライブに参加し、新しい経済圏を体験する。私たちの日常を変える仮想空間の「今」と、AIとの融合によって加速する未来の可能性を、いち早く覗いてみましょう。,1,,,TRUE,TRUE,metaverse-1,
metaverse-2,metaverse,メタバース後編,メタバースが拓く、新たな経済圏とビジネスの可能性。その一方で、あなたの個人情報や資産を脅かす深い影も存在します。このレッスンでは、夢のような未来像とそこに潜むリアルな危険性の両面を解説。賢明な冒険者になるための羅針盤です。,2,,,TRUE,FALSE,metaverse-2,
